,Date,CloseSharePrice,model,office,candidate,win_prob
312,9/5/2020 12:00:00 AM,0.04,PredictIt,P,Harris,0.030303030303030307
313,9/5/2020 12:00:00 AM,0.01,PredictIt,P,Warren,0.007575757575757577
314,9/5/2020 12:00:00 AM,0.01,PredictIt,P,Booker,0.007575757575757577
315,9/5/2020 12:00:00 AM,0.01,PredictIt,P,Kasich,0.007575757575757577
316,9/5/2020 12:00:00 AM,0.58,PredictIt,P,Biden,0.4393939393939394
317,9/5/2020 12:00:00 AM,0.01,PredictIt,P,Sanders,0.007575757575757577
318,9/5/2020 12:00:00 AM,0.01,PredictIt,P,Pence,0.007575757575757577
319,9/5/2020 12:00:00 AM,0.45,PredictIt,P,Trump,0.34090909090909094
320,9/5/2020 12:00:00 AM,0.01,PredictIt,P,Gillibrand,0.007575757575757577
321,9/5/2020 12:00:00 AM,0.01,PredictIt,P,Cuomo,0.007575757575757577
322,9/5/2020 12:00:00 AM,0.01,PredictIt,P,Cuban,0.007575757575757577
323,9/5/2020 12:00:00 AM,0.01,PredictIt,P,Zuckerberg,0.007575757575757577
324,9/5/2020 12:00:00 AM,0.01,PredictIt,P,Klobuchar,0.007575757575757577
325,9/5/2020 12:00:00 AM,0.01,PredictIt,P,Haley,0.007575757575757577
326,9/5/2020 12:00:00 AM,0.01,PredictIt,P,Ryan,0.007575757575757577
327,9/5/2020 12:00:00 AM,0.01,PredictIt,P,O'Rourke,0.007575757575757577
328,9/5/2020 12:00:00 AM,0.01,PredictIt,P,Brown,0.007575757575757577
329,9/5/2020 12:00:00 AM,0.01,PredictIt,P,Bloomberg,0.007575757575757577
330,9/5/2020 12:00:00 AM,0.01,PredictIt,P,Yang,0.007575757575757577
331,9/5/2020 12:00:00 AM,0.01,PredictIt,P,Buttigieg,0.007575757575757577
332,9/5/2020 12:00:00 AM,0.01,PredictIt,P,Gabbard,0.007575757575757577
333,9/5/2020 12:00:00 AM,0.03,PredictIt,P,Clinton,0.022727272727272728
334,9/5/2020 12:00:00 AM,0.01,PredictIt,P,Steyer,0.007575757575757577
335,9/5/2020 12:00:00 AM,0.01,PredictIt,P,Jorgensen,0.007575757575757577
336,9/5/2020 12:00:00 AM,0.01,PredictIt,P,West,0.007575757575757577
337,9/5/2020 12:00:00 AM,0.01,PredictIt,P,Hawkins,0.007575757575757577
338,9/6/2020 12:00:00 AM,0.04,PredictIt,P,Harris,0.030534351145038167
339,9/6/2020 12:00:00 AM,0.01,PredictIt,P,Warren,0.007633587786259542
340,9/6/2020 12:00:00 AM,0.01,PredictIt,P,Booker,0.007633587786259542
341,9/6/2020 12:00:00 AM,0.01,PredictIt,P,Kasich,0.007633587786259542
342,9/6/2020 12:00:00 AM,0.58,PredictIt,P,Biden,0.4427480916030534
343,9/6/2020 12:00:00 AM,0.01,PredictIt,P,Sanders,0.007633587786259542
344,9/6/2020 12:00:00 AM,0.01,PredictIt,P,Pence,0.007633587786259542
345,9/6/2020 12:00:00 AM,0.45,PredictIt,P,Trump,0.3435114503816794
346,9/6/2020 12:00:00 AM,0.01,PredictIt,P,Gillibrand,0.007633587786259542
347,9/6/2020 12:00:00 AM,0.01,PredictIt,P,Cuomo,0.007633587786259542
348,9/6/2020 12:00:00 AM,0.01,PredictIt,P,Cuban,0.007633587786259542
349,9/6/2020 12:00:00 AM,0.01,PredictIt,P,Zuckerberg,0.007633587786259542
350,9/6/2020 12:00:00 AM,0.01,PredictIt,P,Klobuchar,0.007633587786259542
351,9/6/2020 12:00:00 AM,0.01,PredictIt,P,Haley,0.007633587786259542
352,9/6/2020 12:00:00 AM,0.01,PredictIt,P,Ryan,0.007633587786259542
353,9/6/2020 12:00:00 AM,0.01,PredictIt,P,O'Rourke,0.007633587786259542
354,9/6/2020 12:00:00 AM,0.01,PredictIt,P,Brown,0.007633587786259542
355,9/6/2020 12:00:00 AM,0.01,PredictIt,P,Bloomberg,0.007633587786259542
356,9/6/2020 12:00:00 AM,0.01,PredictIt,P,Yang,0.007633587786259542
357,9/6/2020 12:00:00 AM,0.01,PredictIt,P,Buttigieg,0.007633587786259542
358,9/6/2020 12:00:00 AM,0.01,PredictIt,P,Gabbard,0.007633587786259542
359,9/6/2020 12:00:00 AM,0.02,PredictIt,P,Clinton,0.015267175572519083
360,9/6/2020 12:00:00 AM,0.01,PredictIt,P,Steyer,0.007633587786259542
361,9/6/2020 12:00:00 AM,0.01,PredictIt,P,Jorgensen,0.007633587786259542
362,9/6/2020 12:00:00 AM,0.01,PredictIt,P,West,0.007633587786259542
363,9/6/2020 12:00:00 AM,0.01,PredictIt,P,Hawkins,0.007633587786259542
364,9/7/2020 12:00:00 AM,0.04,PredictIt,P,Harris,0.030534351145038167
365,9/7/2020 12:00:00 AM,0.01,PredictIt,P,Warren,0.007633587786259542
366,9/7/2020 12:00:00 AM,0.01,PredictIt,P,Booker,0.007633587786259542
367,9/7/2020 12:00:00 AM,0.01,PredictIt,P,Kasich,0.007633587786259542
368,9/7/2020 12:00:00 AM,0.59,PredictIt,P,Biden,0.45038167938931295
369,9/7/2020 12:00:00 AM,0.01,PredictIt,P,Sanders,0.007633587786259542
370,9/7/2020 12:00:00 AM,0.01,PredictIt,P,Pence,0.007633587786259542
371,9/7/2020 12:00:00 AM,0.43,PredictIt,P,Trump,0.3282442748091603
372,9/7/2020 12:00:00 AM,0.01,PredictIt,P,Gillibrand,0.007633587786259542
373,9/7/2020 12:00:00 AM,0.01,PredictIt,P,Cuomo,0.007633587786259542
374,9/7/2020 12:00:00 AM,0.01,PredictIt,P,Cuban,0.007633587786259542
375,9/7/2020 12:00:00 AM,0.01,PredictIt,P,Zuckerberg,0.007633587786259542
376,9/7/2020 12:00:00 AM,0.01,PredictIt,P,Klobuchar,0.007633587786259542
377,9/7/2020 12:00:00 AM,0.01,PredictIt,P,Haley,0.007633587786259542
378,9/7/2020 12:00:00 AM,0.01,PredictIt,P,Ryan,0.007633587786259542
379,9/7/2020 12:00:00 AM,0.01,PredictIt,P,O'Rourke,0.007633587786259542
380,9/7/2020 12:00:00 AM,0.01,PredictIt,P,Brown,0.007633587786259542
381,9/7/2020 12:00:00 AM,0.01,PredictIt,P,Bloomberg,0.007633587786259542
382,9/7/2020 12:00:00 AM,0.01,PredictIt,P,Yang,0.007633587786259542
383,9/7/2020 12:00:00 AM,0.01,PredictIt,P,Buttigieg,0.007633587786259542
384,9/7/2020 12:00:00 AM,0.01,PredictIt,P,Gabbard,0.007633587786259542
385,9/7/2020 12:00:00 AM,0.03,PredictIt,P,Clinton,0.022900763358778622
386,9/7/2020 12:00:00 AM,0.01,PredictIt,P,Steyer,0.007633587786259542
387,9/7/2020 12:00:00 AM,0.01,PredictIt,P,Jorgensen,0.007633587786259542
388,9/7/2020 12:00:00 AM,0.01,PredictIt,P,West,0.007633587786259542
389,9/7/2020 12:00:00 AM,0.01,PredictIt,P,Hawkins,0.007633587786259542
390,9/8/2020 12:00:00 AM,0.04,PredictIt,P,Harris,0.030303030303030307
391,9/8/2020 12:00:00 AM,0.01,PredictIt,P,Warren,0.007575757575757577
392,9/8/2020 12:00:00 AM,0.01,PredictIt,P,Booker,0.007575757575757577
393,9/8/2020 12:00:00 AM,0.01,PredictIt,P,Kasich,0.007575757575757577
394,9/8/2020 12:00:00 AM,0.59,PredictIt,P,Biden,0.446969696969697
395,9/8/2020 12:00:00 AM,0.01,PredictIt,P,Sanders,0.007575757575757577
396,9/8/2020 12:00:00 AM,0.01,PredictIt,P,Pence,0.007575757575757577
397,9/8/2020 12:00:00 AM,0.45,PredictIt,P,Trump,0.34090909090909094
398,9/8/2020 12:00:00 AM,0.01,PredictIt,P,Gillibrand,0.007575757575757577
399,9/8/2020 12:00:00 AM,0.01,PredictIt,P,Cuomo,0.007575757575757577
400,9/8/2020 12:00:00 AM,0.01,PredictIt,P,Cuban,0.007575757575757577
401,9/8/2020 12:00:00 AM,0.01,PredictIt,P,Zuckerberg,0.007575757575757577
402,9/8/2020 12:00:00 AM,0.01,PredictIt,P,Klobuchar,0.007575757575757577
403,9/8/2020 12:00:00 AM,0.01,PredictIt,P,Haley,0.007575757575757577
404,9/8/2020 12:00:00 AM,0.01,PredictIt,P,Ryan,0.007575757575757577
405,9/8/2020 12:00:00 AM,0.01,PredictIt,P,O'Rourke,0.007575757575757577
406,9/8/2020 12:00:00 AM,0.01,PredictIt,P,Brown,0.007575757575757577
407,9/8/2020 12:00:00 AM,0.01,PredictIt,P,Bloomberg,0.007575757575757577
408,9/8/2020 12:00:00 AM,0.01,PredictIt,P,Yang,0.007575757575757577
409,9/8/2020 12:00:00 AM,0.01,PredictIt,P,Buttigieg,0.007575757575757577
410,9/8/2020 12:00:00 AM,0.01,PredictIt,P,Gabbard,0.007575757575757577
411,9/8/2020 12:00:00 AM,0.02,PredictIt,P,Clinton,0.015151515151515154
412,9/8/2020 12:00:00 AM,0.01,PredictIt,P,Steyer,0.007575757575757577
413,9/8/2020 12:00:00 AM,0.01,PredictIt,P,Jorgensen,0.007575757575757577
414,9/8/2020 12:00:00 AM,0.01,PredictIt,P,West,0.007575757575757577
415,9/8/2020 12:00:00 AM,0.01,PredictIt,P,Hawkins,0.007575757575757577
416,9/9/2020 12:00:00 AM,0.04,PredictIt,P,Harris,0.030769230769230774
417,9/9/2020 12:00:00 AM,0.01,PredictIt,P,Warren,0.007692307692307694
418,9/9/2020 12:00:00 AM,0.01,PredictIt,P,Booker,0.007692307692307694
419,9/9/2020 12:00:00 AM,0.01,PredictIt,P,Kasich,0.007692307692307694
420,9/9/2020 12:00:00 AM,0.58,PredictIt,P,Biden,0.4461538461538462
421,9/9/2020 12:00:00 AM,0.01,PredictIt,P,Sanders,0.007692307692307694
422,9/9/2020 12:00:00 AM,0.01,PredictIt,P,Pence,0.007692307692307694
423,9/9/2020 12:00:00 AM,0.44,PredictIt,P,Trump,0.33846153846153854
424,9/9/2020 12:00:00 AM,0.01,PredictIt,P,Gillibrand,0.007692307692307694
425,9/9/2020 12:00:00 AM,0.01,PredictIt,P,Cuomo,0.007692307692307694
426,9/9/2020 12:00:00 AM,0.01,PredictIt,P,Cuban,0.007692307692307694
427,9/9/2020 12:00:00 AM,0.01,PredictIt,P,Zuckerberg,0.007692307692307694
428,9/9/2020 12:00:00 AM,0.01,PredictIt,P,Klobuchar,0.007692307692307694
429,9/9/2020 12:00:00 AM,0.01,PredictIt,P,Haley,0.007692307692307694
430,9/9/2020 12:00:00 AM,0.01,PredictIt,P,Ryan,0.007692307692307694
431,9/9/2020 12:00:00 AM,0.01,PredictIt,P,O'Rourke,0.007692307692307694
432,9/9/2020 12:00:00 AM,0.01,PredictIt,P,Brown,0.007692307692307694
433,9/9/2020 12:00:00 AM,0.01,PredictIt,P,Bloomberg,0.007692307692307694
434,9/9/2020 12:00:00 AM,0.01,PredictIt,P,Yang,0.007692307692307694
435,9/9/2020 12:00:00 AM,0.01,PredictIt,P,Buttigieg,0.007692307692307694
436,9/9/2020 12:00:00 AM,0.01,PredictIt,P,Gabbard,0.007692307692307694
437,9/9/2020 12:00:00 AM,0.02,PredictIt,P,Clinton,0.015384615384615387
438,9/9/2020 12:00:00 AM,0.01,PredictIt,P,Steyer,0.007692307692307694
439,9/9/2020 12:00:00 AM,0.01,PredictIt,P,Jorgensen,0.007692307692307694
440,9/9/2020 12:00:00 AM,0.01,PredictIt,P,West,0.007692307692307694
441,9/9/2020 12:00:00 AM,0.01,PredictIt,P,Hawkins,0.007692307692307694
442,9/10/2020 12:00:00 AM,0.03,PredictIt,P,Harris,0.023255813953488372
443,9/10/2020 12:00:00 AM,0.01,PredictIt,P,Warren,0.007751937984496124
444,9/10/2020 12:00:00 AM,0.01,PredictIt,P,Booker,0.007751937984496124
445,9/10/2020 12:00:00 AM,0.01,PredictIt,P,Kasich,0.007751937984496124
446,9/10/2020 12:00:00 AM,0.58,PredictIt,P,Biden,0.44961240310077516
447,9/10/2020 12:00:00 AM,0.01,PredictIt,P,Sanders,0.007751937984496124
448,9/10/2020 12:00:00 AM,0.01,PredictIt,P,Pence,0.007751937984496124
449,9/10/2020 12:00:00 AM,0.44,PredictIt,P,Trump,0.34108527131782945
450,9/10/2020 12:00:00 AM,0.01,PredictIt,P,Gillibrand,0.007751937984496124
451,9/10/2020 12:00:00 AM,0.01,PredictIt,P,Cuomo,0.007751937984496124
452,9/10/2020 12:00:00 AM,0.01,PredictIt,P,Cuban,0.007751937984496124
453,9/10/2020 12:00:00 AM,0.01,PredictIt,P,Zuckerberg,0.007751937984496124
454,9/10/2020 12:00:00 AM,0.01,PredictIt,P,Klobuchar,0.007751937984496124
455,9/10/2020 12:00:00 AM,0.01,PredictIt,P,Haley,0.007751937984496124
456,9/10/2020 12:00:00 AM,0.01,PredictIt,P,Ryan,0.007751937984496124
457,9/10/2020 12:00:00 AM,0.01,PredictIt,P,O'Rourke,0.007751937984496124
458,9/10/2020 12:00:00 AM,0.01,PredictIt,P,Brown,0.007751937984496124
459,9/10/2020 12:00:00 AM,0.01,PredictIt,P,Bloomberg,0.007751937984496124
460,9/10/2020 12:00:00 AM,0.01,PredictIt,P,Yang,0.007751937984496124
461,9/10/2020 12:00:00 AM,0.01,PredictIt,P,Buttigieg,0.007751937984496124
462,9/10/2020 12:00:00 AM,0.01,PredictIt,P,Gabbard,0.007751937984496124
463,9/10/2020 12:00:00 AM,0.02,PredictIt,P,Clinton,0.015503875968992248
464,9/10/2020 12:00:00 AM,0.01,PredictIt,P,Steyer,0.007751937984496124
465,9/10/2020 12:00:00 AM,0.01,PredictIt,P,Jorgensen,0.007751937984496124
466,9/10/2020 12:00:00 AM,0.01,PredictIt,P,West,0.007751937984496124
467,9/10/2020 12:00:00 AM,0.01,PredictIt,P,Hawkins,0.007751937984496124
468,9/11/2020 12:00:00 AM,0.03,PredictIt,P,Harris,0.02307692307692307
469,9/11/2020 12:00:00 AM,0.01,PredictIt,P,Warren,0.007692307692307691
470,9/11/2020 12:00:00 AM,0.01,PredictIt,P,Booker,0.007692307692307691
471,9/11/2020 12:00:00 AM,0.01,PredictIt,P,Kasich,0.007692307692307691
472,9/11/2020 12:00:00 AM,0.59,PredictIt,P,Biden,0.45384615384615373
473,9/11/2020 12:00:00 AM,0.01,PredictIt,P,Sanders,0.007692307692307691
474,9/11/2020 12:00:00 AM,0.01,PredictIt,P,Pence,0.007692307692307691
475,9/11/2020 12:00:00 AM,0.44,PredictIt,P,Trump,0.33846153846153837
476,9/11/2020 12:00:00 AM,0.01,PredictIt,P,Gillibrand,0.007692307692307691
477,9/11/2020 12:00:00 AM,0.01,PredictIt,P,Cuomo,0.007692307692307691
478,9/11/2020 12:00:00 AM,0.01,PredictIt,P,Cuban,0.007692307692307691
479,9/11/2020 12:00:00 AM,0.01,PredictIt,P,Zuckerberg,0.007692307692307691
480,9/11/2020 12:00:00 AM,0.01,PredictIt,P,Klobuchar,0.007692307692307691
481,9/11/2020 12:00:00 AM,0.01,PredictIt,P,Haley,0.007692307692307691
482,9/11/2020 12:00:00 AM,0.01,PredictIt,P,Ryan,0.007692307692307691
483,9/11/2020 12:00:00 AM,0.01,PredictIt,P,O'Rourke,0.007692307692307691
484,9/11/2020 12:00:00 AM,0.01,PredictIt,P,Brown,0.007692307692307691
485,9/11/2020 12:00:00 AM,0.01,PredictIt,P,Bloomberg,0.007692307692307691
486,9/11/2020 12:00:00 AM,0.01,PredictIt,P,Yang,0.007692307692307691
487,9/11/2020 12:00:00 AM,0.01,PredictIt,P,Buttigieg,0.007692307692307691
488,9/11/2020 12:00:00 AM,0.01,PredictIt,P,Gabbard,0.007692307692307691
489,9/11/2020 12:00:00 AM,0.02,PredictIt,P,Clinton,0.015384615384615382
490,9/11/2020 12:00:00 AM,0.01,PredictIt,P,Steyer,0.007692307692307691
491,9/11/2020 12:00:00 AM,0.01,PredictIt,P,Jorgensen,0.007692307692307691
492,9/11/2020 12:00:00 AM,0.01,PredictIt,P,West,0.007692307692307691
493,9/11/2020 12:00:00 AM,0.01,PredictIt,P,Hawkins,0.007692307692307691
494,9/12/2020 12:00:00 AM,0.04,PredictIt,P,Harris,0.030303030303030307
495,9/12/2020 12:00:00 AM,0.01,PredictIt,P,Warren,0.007575757575757577
496,9/12/2020 12:00:00 AM,0.01,PredictIt,P,Booker,0.007575757575757577
497,9/12/2020 12:00:00 AM,0.01,PredictIt,P,Kasich,0.007575757575757577
498,9/12/2020 12:00:00 AM,0.59,PredictIt,P,Biden,0.446969696969697
499,9/12/2020 12:00:00 AM,0.01,PredictIt,P,Sanders,0.007575757575757577
500,9/12/2020 12:00:00 AM,0.01,PredictIt,P,Pence,0.007575757575757577
501,9/12/2020 12:00:00 AM,0.44,PredictIt,P,Trump,0.33333333333333337
502,9/12/2020 12:00:00 AM,0.01,PredictIt,P,Gillibrand,0.007575757575757577
503,9/12/2020 12:00:00 AM,0.01,PredictIt,P,Cuomo,0.007575757575757577
504,9/12/2020 12:00:00 AM,0.01,PredictIt,P,Cuban,0.007575757575757577
505,9/12/2020 12:00:00 AM,0.01,PredictIt,P,Zuckerberg,0.007575757575757577
506,9/12/2020 12:00:00 AM,0.01,PredictIt,P,Klobuchar,0.007575757575757577
507,9/12/2020 12:00:00 AM,0.01,PredictIt,P,Haley,0.007575757575757577
508,9/12/2020 12:00:00 AM,0.01,PredictIt,P,Ryan,0.007575757575757577
509,9/12/2020 12:00:00 AM,0.01,PredictIt,P,O'Rourke,0.007575757575757577
510,9/12/2020 12:00:00 AM,0.01,PredictIt,P,Brown,0.007575757575757577
511,9/12/2020 12:00:00 AM,0.01,PredictIt,P,Bloomberg,0.007575757575757577
512,9/12/2020 12:00:00 AM,0.01,PredictIt,P,Yang,0.007575757575757577
513,9/12/2020 12:00:00 AM,0.01,PredictIt,P,Buttigieg,0.007575757575757577
514,9/12/2020 12:00:00 AM,0.01,PredictIt,P,Gabbard,0.007575757575757577
515,9/12/2020 12:00:00 AM,0.03,PredictIt,P,Clinton,0.022727272727272728
516,9/12/2020 12:00:00 AM,0.01,PredictIt,P,Steyer,0.007575757575757577
517,9/12/2020 12:00:00 AM,0.01,PredictIt,P,Jorgensen,0.007575757575757577
518,9/12/2020 12:00:00 AM,0.01,PredictIt,P,West,0.007575757575757577
519,9/12/2020 12:00:00 AM,0.01,PredictIt,P,Hawkins,0.007575757575757577
520,9/13/2020 12:00:00 AM,0.03,PredictIt,P,Harris,0.02307692307692307
521,9/13/2020 12:00:00 AM,0.01,PredictIt,P,Warren,0.007692307692307691
522,9/13/2020 12:00:00 AM,0.01,PredictIt,P,Booker,0.007692307692307691
523,9/13/2020 12:00:00 AM,0.01,PredictIt,P,Kasich,0.007692307692307691
524,9/13/2020 12:00:00 AM,0.59,PredictIt,P,Biden,0.45384615384615373
525,9/13/2020 12:00:00 AM,0.01,PredictIt,P,Sanders,0.007692307692307691
526,9/13/2020 12:00:00 AM,0.01,PredictIt,P,Pence,0.007692307692307691
527,9/13/2020 12:00:00 AM,0.44,PredictIt,P,Trump,0.33846153846153837
528,9/13/2020 12:00:00 AM,0.01,PredictIt,P,Gillibrand,0.007692307692307691
529,9/13/2020 12:00:00 AM,0.01,PredictIt,P,Cuomo,0.007692307692307691
530,9/13/2020 12:00:00 AM,0.01,PredictIt,P,Cuban,0.007692307692307691
531,9/13/2020 12:00:00 AM,0.01,PredictIt,P,Zuckerberg,0.007692307692307691
532,9/13/2020 12:00:00 AM,0.01,PredictIt,P,Klobuchar,0.007692307692307691
533,9/13/2020 12:00:00 AM,0.01,PredictIt,P,Haley,0.007692307692307691
534,9/13/2020 12:00:00 AM,0.01,PredictIt,P,Ryan,0.007692307692307691
535,9/13/2020 12:00:00 AM,0.01,PredictIt,P,O'Rourke,0.007692307692307691
536,9/13/2020 12:00:00 AM,0.01,PredictIt,P,Brown,0.007692307692307691
537,9/13/2020 12:00:00 AM,0.01,PredictIt,P,Bloomberg,0.007692307692307691
538,9/13/2020 12:00:00 AM,0.01,PredictIt,P,Yang,0.007692307692307691
539,9/13/2020 12:00:00 AM,0.01,PredictIt,P,Buttigieg,0.007692307692307691
540,9/13/2020 12:00:00 AM,0.01,PredictIt,P,Gabbard,0.007692307692307691
541,9/13/2020 12:00:00 AM,0.02,PredictIt,P,Clinton,0.015384615384615382
542,9/13/2020 12:00:00 AM,0.01,PredictIt,P,Steyer,0.007692307692307691
543,9/13/2020 12:00:00 AM,0.01,PredictIt,P,Jorgensen,0.007692307692307691
544,9/13/2020 12:00:00 AM,0.01,PredictIt,P,West,0.007692307692307691
545,9/13/2020 12:00:00 AM,0.01,PredictIt,P,Hawkins,0.007692307692307691
546,9/14/2020 12:00:00 AM,0.03,PredictIt,P,Harris,0.02272727272727272
547,9/14/2020 12:00:00 AM,0.01,PredictIt,P,Warren,0.007575757575757574
548,9/14/2020 12:00:00 AM,0.01,PredictIt,P,Booker,0.007575757575757574
549,9/14/2020 12:00:00 AM,0.01,PredictIt,P,Kasich,0.007575757575757574
550,9/14/2020 12:00:00 AM,0.59,PredictIt,P,Biden,0.44696969696969685
551,9/14/2020 12:00:00 AM,0.01,PredictIt,P,Sanders,0.007575757575757574
552,9/14/2020 12:00:00 AM,0.01,PredictIt,P,Pence,0.007575757575757574
553,9/14/2020 12:00:00 AM,0.45,PredictIt,P,Trump,0.34090909090909083
554,9/14/2020 12:00:00 AM,0.01,PredictIt,P,Gillibrand,0.007575757575757574
555,9/14/2020 12:00:00 AM,0.01,PredictIt,P,Cuomo,0.007575757575757574
556,9/14/2020 12:00:00 AM,0.01,PredictIt,P,Cuban,0.007575757575757574
557,9/14/2020 12:00:00 AM,0.01,PredictIt,P,Zuckerberg,0.007575757575757574
558,9/14/2020 12:00:00 AM,0.01,PredictIt,P,Klobuchar,0.007575757575757574
559,9/14/2020 12:00:00 AM,0.01,PredictIt,P,Haley,0.007575757575757574
560,9/14/2020 12:00:00 AM,0.01,PredictIt,P,Ryan,0.007575757575757574
561,9/14/2020 12:00:00 AM,0.01,PredictIt,P,O'Rourke,0.007575757575757574
562,9/14/2020 12:00:00 AM,0.01,PredictIt,P,Brown,0.007575757575757574
563,9/14/2020 12:00:00 AM,0.01,PredictIt,P,Bloomberg,0.007575757575757574
564,9/14/2020 12:00:00 AM,0.01,PredictIt,P,Yang,0.007575757575757574
565,9/14/2020 12:00:00 AM,0.01,PredictIt,P,Buttigieg,0.007575757575757574
566,9/14/2020 12:00:00 AM,0.01,PredictIt,P,Gabbard,0.007575757575757574
567,9/14/2020 12:00:00 AM,0.03,PredictIt,P,Clinton,0.02272727272727272
568,9/14/2020 12:00:00 AM,0.01,PredictIt,P,Steyer,0.007575757575757574
569,9/14/2020 12:00:00 AM,0.01,PredictIt,P,Jorgensen,0.007575757575757574
570,9/14/2020 12:00:00 AM,0.01,PredictIt,P,West,0.007575757575757574
571,9/14/2020 12:00:00 AM,0.01,PredictIt,P,Hawkins,0.007575757575757574
572,9/15/2020 12:00:00 AM,0.05,PredictIt,P,Harris,0.03787878787878788
573,9/15/2020 12:00:00 AM,0.01,PredictIt,P,Warren,0.007575757575757576
574,9/15/2020 12:00:00 AM,0.01,PredictIt,P,Booker,0.007575757575757576
575,9/15/2020 12:00:00 AM,0.01,PredictIt,P,Kasich,0.007575757575757576
576,9/15/2020 12:00:00 AM,0.58,PredictIt,P,Biden,0.43939393939393934
577,9/15/2020 12:00:00 AM,0.01,PredictIt,P,Sanders,0.007575757575757576
578,9/15/2020 12:00:00 AM,0.01,PredictIt,P,Pence,0.007575757575757576
579,9/15/2020 12:00:00 AM,0.45,PredictIt,P,Trump,0.3409090909090909
580,9/15/2020 12:00:00 AM,0.01,PredictIt,P,Gillibrand,0.007575757575757576
581,9/15/2020 12:00:00 AM,0.01,PredictIt,P,Cuomo,0.007575757575757576
582,9/15/2020 12:00:00 AM,0.01,PredictIt,P,Cuban,0.007575757575757576
583,9/15/2020 12:00:00 AM,0.01,PredictIt,P,Zuckerberg,0.007575757575757576
584,9/15/2020 12:00:00 AM,0.01,PredictIt,P,Klobuchar,0.007575757575757576
585,9/15/2020 12:00:00 AM,0.01,PredictIt,P,Haley,0.007575757575757576
586,9/15/2020 12:00:00 AM,0.01,PredictIt,P,Ryan,0.007575757575757576
587,9/15/2020 12:00:00 AM,0.01,PredictIt,P,O'Rourke,0.007575757575757576
588,9/15/2020 12:00:00 AM,0.01,PredictIt,P,Brown,0.007575757575757576
589,9/15/2020 12:00:00 AM,0.01,PredictIt,P,Bloomberg,0.007575757575757576
590,9/15/2020 12:00:00 AM,0.01,PredictIt,P,Yang,0.007575757575757576
591,9/15/2020 12:00:00 AM,0.01,PredictIt,P,Buttigieg,0.007575757575757576
592,9/15/2020 12:00:00 AM,0.01,PredictIt,P,Gabbard,0.007575757575757576
593,9/15/2020 12:00:00 AM,0.02,PredictIt,P,Clinton,0.015151515151515152
594,9/15/2020 12:00:00 AM,0.01,PredictIt,P,Steyer,0.007575757575757576
595,9/15/2020 12:00:00 AM,0.01,PredictIt,P,Jorgensen,0.007575757575757576
596,9/15/2020 12:00:00 AM,0.01,PredictIt,P,West,0.007575757575757576
597,9/15/2020 12:00:00 AM,0.01,PredictIt,P,Hawkins,0.007575757575757576
598,9/16/2020 12:00:00 AM,0.04,PredictIt,P,Harris,0.030303030303030307
599,9/16/2020 12:00:00 AM,0.01,PredictIt,P,Warren,0.007575757575757577
600,9/16/2020 12:00:00 AM,0.01,PredictIt,P,Booker,0.007575757575757577
601,9/16/2020 12:00:00 AM,0.01,PredictIt,P,Kasich,0.007575757575757577
602,9/16/2020 12:00:00 AM,0.58,PredictIt,P,Biden,0.4393939393939394
603,9/16/2020 12:00:00 AM,0.01,PredictIt,P,Sanders,0.007575757575757577
604,9/16/2020 12:00:00 AM,0.02,PredictIt,P,Pence,0.015151515151515154
605,9/16/2020 12:00:00 AM,0.45,PredictIt,P,Trump,0.34090909090909094
606,9/16/2020 12:00:00 AM,0.01,PredictIt,P,Gillibrand,0.007575757575757577
607,9/16/2020 12:00:00 AM,0.01,PredictIt,P,Cuomo,0.007575757575757577
608,9/16/2020 12:00:00 AM,0.01,PredictIt,P,Cuban,0.007575757575757577
609,9/16/2020 12:00:00 AM,0.01,PredictIt,P,Zuckerberg,0.007575757575757577
610,9/16/2020 12:00:00 AM,0.01,PredictIt,P,Klobuchar,0.007575757575757577
611,9/16/2020 12:00:00 AM,0.01,PredictIt,P,Haley,0.007575757575757577
612,9/16/2020 12:00:00 AM,0.01,PredictIt,P,Ryan,0.007575757575757577
613,9/16/2020 12:00:00 AM,0.01,PredictIt,P,O'Rourke,0.007575757575757577
614,9/16/2020 12:00:00 AM,0.01,PredictIt,P,Brown,0.007575757575757577
615,9/16/2020 12:00:00 AM,0.01,PredictIt,P,Bloomberg,0.007575757575757577
616,9/16/2020 12:00:00 AM,0.01,PredictIt,P,Yang,0.007575757575757577
617,9/16/2020 12:00:00 AM,0.01,PredictIt,P,Buttigieg,0.007575757575757577
618,9/16/2020 12:00:00 AM,0.01,PredictIt,P,Gabbard,0.007575757575757577
619,9/16/2020 12:00:00 AM,0.02,PredictIt,P,Clinton,0.015151515151515154
620,9/16/2020 12:00:00 AM,0.01,PredictIt,P,Steyer,0.007575757575757577
621,9/16/2020 12:00:00 AM,0.01,PredictIt,P,Jorgensen,0.007575757575757577
622,9/16/2020 12:00:00 AM,0.01,PredictIt,P,West,0.007575757575757577
623,9/16/2020 12:00:00 AM,0.01,PredictIt,P,Hawkins,0.007575757575757577
624,9/17/2020 12:00:00 AM,0.04,PredictIt,P,Harris,0.030534351145038167
625,9/17/2020 12:00:00 AM,0.01,PredictIt,P,Warren,0.007633587786259542
626,9/17/2020 12:00:00 AM,0.01,PredictIt,P,Booker,0.007633587786259542
627,9/17/2020 12:00:00 AM,0.01,PredictIt,P,Kasich,0.007633587786259542
